Datum;Anfang;Ende;Generation_DE Block 6 Merkenich RheinEnergie [MW] Originalauflösungen;Generation_DE GuD Merkenich RheinEnergie [MW] Originalauflösungen;Generation_DE Block 4 Merkenich RheinEnergie [MW] Originalauflösungen
15.05.2023;11:00;12:00;-;0;-
15.05.2023;12:00;13:00;-;0;-
15.05.2023;13:00;14:00;-;0;-
15.05.2023;14:00;15:00;-;0;-
15.05.2023;15:00;16:00;-;0;-
15.05.2023;16:00;17:00;-;0;-
15.05.2023;17:00;18:00;-;0;-
15.05.2023;18:00;19:00;-;0;-
15.05.2023;19:00;20:00;-;0;-
15.05.2023;20:00;21:00;-;0;-
15.05.2023;21:00;22:00;-;0;-
15.05.2023;22:00;23:00;-;0;-
15.05.2023;23:00;00:00;-;0;-
16.05.2023;00:00;01:00;-;0;-
16.05.2023;01:00;02:00;-;0;-
16.05.2023;02:00;03:00;-;0;-
16.05.2023;03:00;04:00;-;0;-
16.05.2023;04:00;05:00;-;0;-
16.05.2023;05:00;06:00;-;0;-
16.05.2023;06:00;07:00;-;0;-
16.05.2023;07:00;08:00;-;0;-
16.05.2023;08:00;09:00;-;0;-
16.05.2023;09:00;10:00;-;0;-
16.05.2023;10:00;11:00;-;0;-
16.05.2023;11:00;12:00;-;0;-
16.05.2023;12:00;13:00;-;0;-
16.05.2023;13:00;14:00;-;0;-
16.05.2023;14:00;15:00;-;0;-
16.05.2023;15:00;16:00;-;0;-
16.05.2023;16:00;17:00;-;0;-
16.05.2023;17:00;18:00;-;0;-
16.05.2023;18:00;19:00;-;0;-
16.05.2023;19:00;20:00;-;0;-
16.05.2023;20:00;21:00;-;0;-
16.05.2023;21:00;22:00;-;0;-
16.05.2023;22:00;23:00;-;0;-
16.05.2023;23:00;00:00;-;0;-
17.05.2023;00:00;01:00;-;0;-
17.05.2023;01:00;02:00;-;0;-
17.05.2023;02:00;03:00;-;0;-
17.05.2023;03:00;04:00;-;0;-
17.05.2023;04:00;05:00;-;0;-
17.05.2023;05:00;06:00;-;0;-
17.05.2023;06:00;07:00;-;0;-
17.05.2023;07:00;08:00;-;0;-
17.05.2023;08:00;09:00;-;0;-
17.05.2023;09:00;10:00;-;0;-
17.05.2023;10:00;11:00;-;0;-
17.05.2023;11:00;12:00;-;0;-
17.05.2023;12:00;13:00;-;0;-
17.05.2023;13:00;14:00;-;0;-
17.05.2023;14:00;15:00;-;0;-
17.05.2023;15:00;16:00;-;0;-
17.05.2023;16:00;17:00;-;0;-
17.05.2023;17:00;18:00;-;0;-
17.05.2023;18:00;19:00;-;0;-
17.05.2023;19:00;20:00;-;0;-
17.05.2023;20:00;21:00;-;0;-
17.05.2023;21:00;22:00;-;0;-
17.05.2023;22:00;23:00;-;0;-
17.05.2023;23:00;00:00;-;0;-
18.05.2023;00:00;01:00;-;0;-
18.05.2023;01:00;02:00;-;0;-
18.05.2023;02:00;03:00;-;0;-
18.05.2023;03:00;04:00;-;0;-
18.05.2023;04:00;05:00;-;0;-
18.05.2023;05:00;06:00;-;0;-
18.05.2023;06:00;07:00;-;0;-
18.05.2023;07:00;08:00;-;0;-
18.05.2023;08:00;09:00;-;0;-
18.05.2023;09:00;10:00;-;0;-
18.05.2023;10:00;11:00;-;0;-
18.05.2023;11:00;12:00;-;0;-
18.05.2023;12:00;13:00;-;0;-
18.05.2023;13:00;14:00;-;0;-
18.05.2023;14:00;15:00;-;0;-
18.05.2023;15:00;16:00;-;0;-
18.05.2023;16:00;17:00;-;0;-
18.05.2023;17:00;18:00;-;0;-
18.05.2023;18:00;19:00;-;0;-
18.05.2023;19:00;20:00;-;0;-
18.05.2023;20:00;21:00;-;0;-
18.05.2023;21:00;22:00;-;0;-
18.05.2023;22:00;23:00;-;0;-
18.05.2023;23:00;00:00;-;0;-
19.05.2023;00:00;01:00;-;0;-
19.05.2023;01:00;02:00;-;0;-
19.05.2023;02:00;03:00;-;0;-
19.05.2023;03:00;04:00;-;0;-
19.05.2023;04:00;05:00;-;0;-
19.05.2023;05:00;06:00;-;0;-
19.05.2023;06:00;07:00;-;0;-
19.05.2023;07:00;08:00;-;0;-
19.05.2023;08:00;09:00;-;0;-
19.05.2023;09:00;10:00;-;0;-
19.05.2023;10:00;11:00;-;0;-
19.05.2023;11:00;12:00;-;0;-
19.05.2023;12:00;13:00;-;0;-
19.05.2023;13:00;14:00;-;0;-
19.05.2023;14:00;15:00;-;0;-
19.05.2023;15:00;16:00;-;0;-
19.05.2023;16:00;17:00;-;0;-
19.05.2023;17:00;18:00;-;0;-
19.05.2023;18:00;19:00;-;0;-
19.05.2023;19:00;20:00;-;0;-
19.05.2023;20:00;21:00;-;0;-
19.05.2023;21:00;22:00;-;0;-
19.05.2023;22:00;23:00;-;0;-
19.05.2023;23:00;00:00;-;0;-
20.05.2023;00:00;01:00;-;0;-
20.05.2023;01:00;02:00;-;0;-
20.05.2023;02:00;03:00;-;0;-
20.05.2023;03:00;04:00;-;0;-
20.05.2023;04:00;05:00;-;0;-
20.05.2023;05:00;06:00;-;0;-
20.05.2023;06:00;07:00;-;0;-
20.05.2023;07:00;08:00;-;0;-
20.05.2023;08:00;09:00;-;0;-
20.05.2023;09:00;10:00;-;0;-
20.05.2023;10:00;11:00;-;0;-
20.05.2023;11:00;12:00;-;0;-
20.05.2023;12:00;13:00;-;0;-
20.05.2023;13:00;14:00;-;0;-
20.05.2023;14:00;15:00;-;0;-
20.05.2023;15:00;16:00;-;0;-
20.05.2023;16:00;17:00;-;0;-
20.05.2023;17:00;18:00;-;0;-
20.05.2023;18:00;19:00;-;0;-
20.05.2023;19:00;20:00;-;0;-
20.05.2023;20:00;21:00;-;0;-
20.05.2023;21:00;22:00;-;0;-
20.05.2023;22:00;23:00;-;0;-
20.05.2023;23:00;00:00;-;0;-
21.05.2023;00:00;01:00;-;0;-
21.05.2023;01:00;02:00;-;0;-
21.05.2023;02:00;03:00;-;0;-
21.05.2023;03:00;04:00;-;0;-
21.05.2023;04:00;05:00;-;0;-
21.05.2023;05:00;06:00;-;0;-
21.05.2023;06:00;07:00;-;0;-
21.05.2023;07:00;08:00;-;0;-
21.05.2023;08:00;09:00;-;0;-
21.05.2023;09:00;10:00;-;0;-
21.05.2023;10:00;11:00;-;0;-
21.05.2023;11:00;12:00;-;0;-
21.05.2023;12:00;13:00;-;0;-
21.05.2023;13:00;14:00;-;0;-
21.05.2023;14:00;15:00;-;0;-
21.05.2023;15:00;16:00;-;0;-
21.05.2023;16:00;17:00;-;0;-
21.05.2023;17:00;18:00;-;0;-
21.05.2023;18:00;19:00;-;0;-
21.05.2023;19:00;20:00;-;0;-
21.05.2023;20:00;21:00;-;0;-
21.05.2023;21:00;22:00;-;0;-
21.05.2023;22:00;23:00;-;0;-
21.05.2023;23:00;00:00;-;0;-
22.05.2023;00:00;01:00;-;0;-
22.05.2023;01:00;02:00;-;0;-
22.05.2023;02:00;03:00;-;0;-
22.05.2023;03:00;04:00;-;0;-
22.05.2023;04:00;05:00;-;0;-
22.05.2023;05:00;06:00;-;0;-
22.05.2023;06:00;07:00;-;0;-
22.05.2023;07:00;08:00;-;0;-
22.05.2023;08:00;09:00;-;0;-
22.05.2023;09:00;10:00;-;0;-
22.05.2023;10:00;11:00;-;0;-
22.05.2023;11:00;12:00;-;0;-
22.05.2023;12:00;13:00;-;0;-
22.05.2023;13:00;14:00;-;0;-
22.05.2023;14:00;15:00;-;0;-
22.05.2023;15:00;16:00;-;0;-
22.05.2023;16:00;17:00;-;0;-
22.05.2023;17:00;18:00;-;0;-
22.05.2023;18:00;19:00;-;0;-
22.05.2023;19:00;20:00;-;0;-
22.05.2023;20:00;21:00;-;0;-
22.05.2023;21:00;22:00;-;0;-
22.05.2023;22:00;23:00;-;0;-
22.05.2023;23:00;00:00;-;0;-
23.05.2023;00:00;01:00;-;0;-
23.05.2023;01:00;02:00;-;0;-
23.05.2023;02:00;03:00;-;0;-
23.05.2023;03:00;04:00;-;0;-
23.05.2023;04:00;05:00;-;0;-
23.05.2023;05:00;06:00;-;0;-
23.05.2023;06:00;07:00;-;0;-
23.05.2023;07:00;08:00;-;0;-
23.05.2023;08:00;09:00;-;0;-
23.05.2023;09:00;10:00;-;0;-
23.05.2023;10:00;11:00;-;0;-
23.05.2023;11:00;12:00;-;0;-
23.05.2023;12:00;13:00;-;0;-
23.05.2023;13:00;14:00;-;0;-
23.05.2023;14:00;15:00;-;0;-
23.05.2023;15:00;16:00;-;0;-
23.05.2023;16:00;17:00;-;0;-
23.05.2023;17:00;18:00;-;0;-
23.05.2023;18:00;19:00;-;0;-
23.05.2023;19:00;20:00;-;0;-
23.05.2023;20:00;21:00;-;0;-
23.05.2023;21:00;22:00;-;0;-
23.05.2023;22:00;23:00;-;0;-
23.05.2023;23:00;00:00;-;0;-
24.05.2023;00:00;01:00;-;0;-
24.05.2023;01:00;02:00;-;0;-
24.05.2023;02:00;03:00;-;0;-
24.05.2023;03:00;04:00;-;0;-
24.05.2023;04:00;05:00;-;0;-
24.05.2023;05:00;06:00;-;0;-
24.05.2023;06:00;07:00;-;0;-
24.05.2023;07:00;08:00;-;0;-
24.05.2023;08:00;09:00;-;0;-
24.05.2023;09:00;10:00;-;0;-
24.05.2023;10:00;11:00;-;0;-
24.05.2023;11:00;12:00;-;0;-
24.05.2023;12:00;13:00;-;0;-
24.05.2023;13:00;14:00;-;0;-
24.05.2023;14:00;15:00;-;0;-
24.05.2023;15:00;16:00;-;0;-
24.05.2023;16:00;17:00;-;0;-
24.05.2023;17:00;18:00;-;0;-
24.05.2023;18:00;19:00;-;0;-
24.05.2023;19:00;20:00;-;0;-
24.05.2023;20:00;21:00;-;0;-
24.05.2023;21:00;22:00;-;0;-
24.05.2023;22:00;23:00;-;0;-
24.05.2023;23:00;00:00;-;0;-
25.05.2023;00:00;01:00;-;0;-
25.05.2023;01:00;02:00;-;0;-
25.05.2023;02:00;03:00;-;0;-
25.05.2023;03:00;04:00;-;0;-
25.05.2023;04:00;05:00;-;0;-
25.05.2023;05:00;06:00;-;0;-
25.05.2023;06:00;07:00;-;0;-
25.05.2023;07:00;08:00;-;0;-
25.05.2023;08:00;09:00;-;0;-
25.05.2023;09:00;10:00;-;0;-
25.05.2023;10:00;11:00;-;0;-
25.05.2023;11:00;12:00;-;0;-
25.05.2023;12:00;13:00;-;0;-
25.05.2023;13:00;14:00;-;0;-
25.05.2023;14:00;15:00;-;0;-
25.05.2023;15:00;16:00;-;0;-
25.05.2023;16:00;17:00;-;0;-
25.05.2023;17:00;18:00;-;0;-
25.05.2023;18:00;19:00;-;0;-
25.05.2023;19:00;20:00;-;0;-
25.05.2023;20:00;21:00;-;0;-
25.05.2023;21:00;22:00;-;0;-
25.05.2023;22:00;23:00;-;0;-
25.05.2023;23:00;00:00;-;0;-
26.05.2023;00:00;01:00;-;0;-
26.05.2023;01:00;02:00;-;0;-
26.05.2023;02:00;03:00;-;0;-
26.05.2023;03:00;04:00;-;0;-
26.05.2023;04:00;05:00;-;0;-
26.05.2023;05:00;06:00;-;0;-
26.05.2023;06:00;07:00;-;0;-
26.05.2023;07:00;08:00;-;0;-
26.05.2023;08:00;09:00;-;0;-
26.05.2023;09:00;10:00;-;0;-
26.05.2023;10:00;11:00;-;0;-
26.05.2023;11:00;12:00;-;0;-
26.05.2023;12:00;13:00;-;0;-
26.05.2023;13:00;14:00;-;0;-
26.05.2023;14:00;15:00;-;0;-
26.05.2023;15:00;16:00;-;0;-
26.05.2023;16:00;17:00;-;0;-
26.05.2023;17:00;18:00;-;0;-
26.05.2023;18:00;19:00;-;0;-
26.05.2023;19:00;20:00;-;0;-
26.05.2023;20:00;21:00;-;0;-
26.05.2023;21:00;22:00;-;0;-
26.05.2023;22:00;23:00;-;0;-
26.05.2023;23:00;00:00;-;0;-
27.05.2023;00:00;01:00;-;0;-
27.05.2023;01:00;02:00;-;0;-
27.05.2023;02:00;03:00;-;0;-
27.05.2023;03:00;04:00;-;0;-
27.05.2023;04:00;05:00;-;0;-
27.05.2023;05:00;06:00;-;0;-
27.05.2023;06:00;07:00;-;0;-
27.05.2023;07:00;08:00;-;0;-
27.05.2023;08:00;09:00;-;0;-
27.05.2023;09:00;10:00;-;0;-
27.05.2023;10:00;11:00;-;0;-
27.05.2023;11:00;12:00;-;0;-
27.05.2023;12:00;13:00;-;0;-
27.05.2023;13:00;14:00;-;0;-
27.05.2023;14:00;15:00;-;0;-
27.05.2023;15:00;16:00;-;0;-
27.05.2023;16:00;17:00;-;0;-
27.05.2023;17:00;18:00;-;0;-
27.05.2023;18:00;19:00;-;0;-
27.05.2023;19:00;20:00;-;0;-
27.05.2023;20:00;21:00;-;0;-
27.05.2023;21:00;22:00;-;0;-
27.05.2023;22:00;23:00;-;0;-
27.05.2023;23:00;00:00;-;0;-
28.05.2023;00:00;01:00;-;0;-
28.05.2023;01:00;02:00;-;0;-
28.05.2023;02:00;03:00;-;0;-
28.05.2023;03:00;04:00;-;0;-
28.05.2023;04:00;05:00;-;0;-
28.05.2023;05:00;06:00;-;0;-
28.05.2023;06:00;07:00;-;0;-
28.05.2023;07:00;08:00;-;0;-
28.05.2023;08:00;09:00;-;0;-
28.05.2023;09:00;10:00;-;0;-
28.05.2023;10:00;11:00;-;0;-
28.05.2023;11:00;12:00;-;0;-
28.05.2023;12:00;13:00;-;0;-
28.05.2023;13:00;14:00;-;0;-
28.05.2023;14:00;15:00;-;0;-
28.05.2023;15:00;16:00;-;0;-
28.05.2023;16:00;17:00;-;0;-
28.05.2023;17:00;18:00;-;0;-
28.05.2023;18:00;19:00;-;0;-
28.05.2023;19:00;20:00;-;0;-
28.05.2023;20:00;21:00;-;0;-
28.05.2023;21:00;22:00;-;0;-
28.05.2023;22:00;23:00;-;0;-
28.05.2023;23:00;00:00;-;0;-
29.05.2023;00:00;01:00;-;0;-
29.05.2023;01:00;02:00;-;0;-
29.05.2023;02:00;03:00;-;0;-
29.05.2023;03:00;04:00;-;0;-
29.05.2023;04:00;05:00;-;0;-
29.05.2023;05:00;06:00;-;0;-
29.05.2023;06:00;07:00;-;0;-
29.05.2023;07:00;08:00;-;0;-
29.05.2023;08:00;09:00;-;0;-
29.05.2023;09:00;10:00;-;0;-
29.05.2023;10:00;11:00;-;0;-
29.05.2023;11:00;12:00;-;0;-
29.05.2023;12:00;13:00;-;0;-
29.05.2023;13:00;14:00;-;0;-
29.05.2023;14:00;15:00;-;0;-
29.05.2023;15:00;16:00;-;0;-
29.05.2023;16:00;17:00;-;0;-
29.05.2023;17:00;18:00;-;0;-
29.05.2023;18:00;19:00;-;0;-
29.05.2023;19:00;20:00;-;0;-
29.05.2023;20:00;21:00;-;0;-
29.05.2023;21:00;22:00;-;0;-
29.05.2023;22:00;23:00;-;0;-
29.05.2023;23:00;00:00;-;0;-
30.05.2023;00:00;01:00;-;0;-
30.05.2023;01:00;02:00;-;0;-
30.05.2023;02:00;03:00;-;0;-
30.05.2023;03:00;04:00;-;0;-
30.05.2023;04:00;05:00;-;0;-
30.05.2023;05:00;06:00;-;0;-
30.05.2023;06:00;07:00;-;0;-
30.05.2023;07:00;08:00;-;0;-
30.05.2023;08:00;09:00;-;0;-
30.05.2023;09:00;10:00;-;0;-
30.05.2023;10:00;11:00;-;0;-
30.05.2023;11:00;12:00;-;0;-
30.05.2023;12:00;13:00;-;0;-
30.05.2023;13:00;14:00;-;0;-
30.05.2023;14:00;15:00;-;0;-
30.05.2023;15:00;16:00;-;0;-
30.05.2023;16:00;17:00;-;0;-
30.05.2023;17:00;18:00;-;0;-
30.05.2023;18:00;19:00;-;0;-
30.05.2023;19:00;20:00;-;0;-
30.05.2023;20:00;21:00;-;0;-
30.05.2023;21:00;22:00;-;0;-
30.05.2023;22:00;23:00;-;0;-
30.05.2023;23:00;00:00;-;0;-
31.05.2023;00:00;01:00;-;0;-
31.05.2023;01:00;02:00;-;0;-
31.05.2023;02:00;03:00;-;0;-
31.05.2023;03:00;04:00;-;0;-
31.05.2023;04:00;05:00;-;0;-
31.05.2023;05:00;06:00;-;0;-
31.05.2023;06:00;07:00;-;0;-
31.05.2023;07:00;08:00;-;0;-
31.05.2023;08:00;09:00;-;0;-
31.05.2023;09:00;10:00;-;0;-
31.05.2023;10:00;11:00;-;0;-
31.05.2023;11:00;12:00;-;0;-
31.05.2023;12:00;13:00;-;0;-
31.05.2023;13:00;14:00;-;0;-
31.05.2023;14:00;15:00;-;0;-
31.05.2023;15:00;16:00;-;0;-
31.05.2023;16:00;17:00;-;0;-
31.05.2023;17:00;18:00;-;0;-
31.05.2023;18:00;19:00;-;0;-
31.05.2023;19:00;20:00;-;0;-
31.05.2023;20:00;21:00;-;0;-
31.05.2023;21:00;22:00;-;0;-
31.05.2023;22:00;23:00;-;0;-
31.05.2023;23:00;00:00;-;0;-
01.06.2023;00:00;01:00;-;0;-
01.06.2023;01:00;02:00;-;0;-
01.06.2023;02:00;03:00;-;0;-
01.06.2023;03:00;04:00;-;0;-
01.06.2023;04:00;05:00;-;0;-
01.06.2023;05:00;06:00;-;0;-
01.06.2023;06:00;07:00;-;0;-
01.06.2023;07:00;08:00;-;0;-
01.06.2023;08:00;09:00;-;0;-
01.06.2023;09:00;10:00;-;0;-
01.06.2023;10:00;11:00;-;0;-
01.06.2023;11:00;12:00;-;0;-
01.06.2023;12:00;13:00;-;0;-
01.06.2023;13:00;14:00;-;0;-
01.06.2023;14:00;15:00;-;0;-
01.06.2023;15:00;16:00;-;0;-
01.06.2023;16:00;17:00;-;0;-
01.06.2023;17:00;18:00;-;0;-
01.06.2023;18:00;19:00;-;0;-
01.06.2023;19:00;20:00;-;0;-
01.06.2023;20:00;21:00;-;0;-
01.06.2023;21:00;22:00;-;0;-
01.06.2023;22:00;23:00;-;0;-
01.06.2023;23:00;00:00;-;0;-
02.06.2023;00:00;01:00;-;0;-
02.06.2023;01:00;02:00;-;0;-
02.06.2023;02:00;03:00;-;0;-
02.06.2023;03:00;04:00;-;0;-
02.06.2023;04:00;05:00;-;0;-
02.06.2023;05:00;06:00;-;0;-
02.06.2023;06:00;07:00;-;0;-
02.06.2023;07:00;08:00;-;0;-
02.06.2023;08:00;09:00;-;0;-
02.06.2023;09:00;10:00;-;0;-
02.06.2023;10:00;11:00;-;0;-
02.06.2023;11:00;12:00;-;0;-
02.06.2023;12:00;13:00;-;0;-
02.06.2023;13:00;14:00;-;0;-
02.06.2023;14:00;15:00;-;0;-
02.06.2023;15:00;16:00;-;0;-
02.06.2023;16:00;17:00;-;0;-
02.06.2023;17:00;18:00;-;0;-
02.06.2023;18:00;19:00;-;0;-
02.06.2023;19:00;20:00;-;0;-
02.06.2023;20:00;21:00;-;0;-
02.06.2023;21:00;22:00;-;0;-
02.06.2023;22:00;23:00;-;0;-
02.06.2023;23:00;00:00;-;0;-
03.06.2023;00:00;01:00;-;0;-
03.06.2023;01:00;02:00;-;0;-
03.06.2023;02:00;03:00;-;0;-
03.06.2023;03:00;04:00;-;0;-
03.06.2023;04:00;05:00;-;0;-
03.06.2023;05:00;06:00;-;0;-
03.06.2023;06:00;07:00;-;0;-
03.06.2023;07:00;08:00;-;0;-
03.06.2023;08:00;09:00;-;0;-
03.06.2023;09:00;10:00;-;0;-
03.06.2023;10:00;11:00;-;0;-
03.06.2023;11:00;12:00;-;0;-
03.06.2023;12:00;13:00;-;0;-
03.06.2023;13:00;14:00;-;0;-
03.06.2023;14:00;15:00;-;0;-
03.06.2023;15:00;16:00;-;0;-
03.06.2023;16:00;17:00;-;0;-
03.06.2023;17:00;18:00;-;0;-
03.06.2023;18:00;19:00;-;0;-
03.06.2023;19:00;20:00;-;0;-
03.06.2023;20:00;21:00;-;0;-
03.06.2023;21:00;22:00;-;0;-
03.06.2023;22:00;23:00;-;0;-
03.06.2023;23:00;00:00;-;0;-
04.06.2023;00:00;01:00;-;0;-
04.06.2023;01:00;02:00;-;0;-
04.06.2023;02:00;03:00;-;0;-
04.06.2023;03:00;04:00;-;0;-
04.06.2023;04:00;05:00;-;0;-
04.06.2023;05:00;06:00;-;0;-
04.06.2023;06:00;07:00;-;0;-
